p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
9.11654196444511e-46,-0.638558431575227,0.215,0.369,4.10864313253612e-41,CD4-SELL,RUNX3
1.85179131261191e-45,-0.492860601112717,0.569,0.651,8.34565308767935e-41,CD4-SELL,TCEB2
4.37572786892814e-45,-0.71133713778883,0.427,0.54,1.97205303596853e-40,CD4-SELL,UCP2
5.58445793226456e-45,-0.552638509556896,0.364,0.505,2.51680350091299e-40,CD4-SELL,DRAP1
8.69597091596526e-45,-0.507167702021155,0.42,0.541,3.91910017240722e-40,CD4-SELL,BRK1
8.99199542503612e-45,-0.568096720995779,0.105,0.253,4.05251249815528e-40,CD4-SELL,ACP5
9.59848955137846e-45,-0.609325757431927,0.694,0.735,4.32584727101524e-40,CD4-SELL,COTL1
1.19198902952103e-44,0.274423779279511,0.19,0.087,5.37205615824537e-40,CD4-SELL,ZBTB16
1.20818477863761e-44,-0.57468002683851,0.238,0.392,5.44504716036397e-40,CD4-SELL,PTPN7
1.72360565378413e-44,0.253685761211594,0.188,0.086,7.76794596047431e-40,CD4-SELL,C1orf228
2.08342082958504e-44,-0.581272089021465,0.15,0.3,9.38956099477388e-40,CD4-SELL,IL2RB
2.78593621992515e-44,-0.590422540160468,0.44,0.556,1.25556573559587e-39,CD4-SELL,YWHAQ
3.57738190872901e-44,-0.627673268584739,0.065,0.201,1.61225447862599e-39,CD4-SELL,ANKRD28
5.2129960724228e-44,-0.757686750811651,0.117,0.263,2.34939306991951e-39,CD4-SELL,CMC1
7.01081822187727e-44,-0.793023540127361,0.342,0.481,3.15963555623565e-39,CD4-SELL,RGS2
9.26991834032744e-44,-0.533418989284007,0.016,0.131,4.17776679761877e-39,CD4-SELL,CLIC3
1.69085017466091e-43,0.279070720219262,0.99,0.967,7.6203235671618e-39,CD4-SELL,RPL26
2.12290989039065e-43,0.305626398297973,0.274,0.148,9.56753029401259e-39,CD4-SELL,GPR132
3.62042490730044e-43,0.362374389171096,0.34,0.201,1.63165309722216e-38,CD4-SELL,GPCPD1
6.57350946697198e-43,-0.515193693079344,0.405,0.526,2.96254924657493e-38,CD4-SELL,GNG5
8.2658903443608e-43,-0.870754823001642,0.108,0.25,3.72527146039652e-38,CD4-SELL,ATF3
1.11202635207225e-42,-0.534917859264631,0.476,0.583,5.01168036351923e-38,CD4-SELL,ITGB2
1.1572252036303e-42,-0.54021042171408,0.084,0.222,5.21538254772105e-38,CD4-SELL,CHST12
1.50662726184231e-42,-0.604267620795067,0.607,0.657,6.79006774367091e-38,CD4-SELL,ENO1
1.6508728270654e-42,0.350265796404359,0.51,0.348,7.44015365701833e-38,CD4-SELL,TMEM243
1.8694408629397e-42,-0.527810032391065,0.105,0.247,8.42519608109662e-38,CD4-SELL,GYG1
5.80769819747853e-42,-0.581707986374777,0.257,0.396,2.61741342363963e-37,CD4-SELL,IDH2
7.07553779279046e-42,0.347172978909179,0.408,0.259,3.1888033724548e-37,CD4-SELL,DGKA
9.80850945282726e-42,-0.473298346568108,0.045,0.17,4.42049904020019e-37,CD4-SELL,OASL
1.55600762100761e-41,-0.580016661657976,0.267,0.41,7.01261514635709e-37,CD4-SELL,SH2D2A
2.02048084992436e-41,-0.696953087544595,0.527,0.616,9.10590309443912e-37,CD4-SELL,HMGB2
2.18857075367733e-41,-0.551510789078792,0.012,0.12,9.86345067267298e-37,CD4-SELL,AC002331.1
3.13211776496686e-41,-0.578992516326982,0.466,0.586,1.41158283431526e-36,CD4-SELL,SAMSN1
4.31682971508108e-41,-0.890743202798274,0.01,0.115,1.94550881599274e-36,CD4-SELL,XCL2
4.58947993233011e-41,-0.553528692239446,0.221,0.368,2.06838681590253e-36,CD4-SELL,AKIRIN2
5.722964207011e-41,-0.520371491358717,0.086,0.221,2.57922550881572e-36,CD4-SELL,SLA2
8.61262067326137e-41,0.339002323910333,0.995,0.988,3.88153588502544e-36,CD4-SELL,RPL13A
1.67653117866922e-40,-0.579585952075228,0.14,0.282,7.55579071602643e-36,CD4-SELL,TYMP
3.00094470767633e-40,-0.502841178539038,0.148,0.291,1.35246576085557e-35,CD4-SELL,PHPT1
3.84947644158846e-40,0.270396620549265,0.25,0.133,1.73488204269509e-35,CD4-SELL,PXN
4.72416375493324e-40,-0.394563822518239,0.883,0.883,2.12908612107331e-35,CD4-SELL,HMGB1
5.22019544314087e-40,-1.20026599361917,0.043,0.161,2.35263768231473e-35,CD4-SELL,RP11-291B21.2
6.15646632552726e-40,-0.533288010095098,0.479,0.582,2.77459624358863e-35,CD4-SELL,CD96
6.83919490874917e-40,0.296208228339147,0.974,0.927,3.08228836147507e-35,CD4-SELL,TXNIP
1.15517750149849e-39,-0.560657692526179,0.432,0.532,5.20615396375338e-35,CD4-SELL,CALM3
1.84578868857899e-39,0.302765907324806,0.435,0.282,8.3186004616878e-35,CD4-SELL,INPP4B
1.96302460302996e-39,0.382632519526423,0.43,0.286,8.84695928093542e-35,CD4-SELL,SSH2
2.3471374041518e-39,0.361222848801691,0.539,0.377,1.05780788530314e-34,CD4-SELL,C6orf48
2.87743135585358e-39,0.336503541606299,0.388,0.245,1.29680076345609e-34,CD4-SELL,RNF125
3.23253601079411e-39,-0.490417313520422,0.115,0.252,1.45683932934469e-34,CD4-SELL,GLIPR2
6.32099194613481e-39,-0.509270879108235,0.324,0.458,2.84874465028404e-34,CD4-SELL,POMP
7.23555051483949e-39,-0.417775193761855,0.043,0.162,3.26091790602786e-34,CD4-SELL,PLA2G16
7.26373289852798e-39,-0.458884190852713,0.127,0.264,3.27361914270859e-34,CD4-SELL,CD58
7.75871152023292e-39,-0.437114589565908,0.611,0.672,3.49669610793857e-34,CD4-SELL,COX6A1
9.542287207095e-39,-0.487977936592358,0.414,0.535,4.30051799849357e-34,CD4-SELL,VAMP8
1.06176366880638e-38,0.549869496231604,0.914,0.89,4.78515650257657e-34,CD4-SELL,RPS26
1.8484652448573e-38,-0.719123452274636,0.01,0.109,8.33066316552289e-34,CD4-SELL,CCL3L3
1.86061501124126e-38,-0.32710958355352,0.919,0.905,8.38541973266209e-34,CD4-SELL,CD3E
2.65425564890003e-38,-0.500464190831639,0.578,0.665,1.19621993584627e-33,CD4-SELL,S100A11
4.27389216106059e-38,-0.431244258310487,0.758,0.775,1.92615771914679e-33,CD4-SELL,EVL
7.87302319812504e-38,0.346927547959926,0.415,0.273,3.54821409493099e-33,CD4-SELL,SOD2
8.68761520294778e-38,-0.452198737199444,0.053,0.171,3.91533441966451e-33,CD4-SELL,F2R
1.08168627953971e-37,0.360710919989614,0.957,0.913,4.87494372462956e-33,CD4-SELL,ZFP36L2
1.21524149514454e-37,0.315079830512653,0.232,0.125,5.47685037031741e-33,CD4-SELL,KIAA0922
1.64982498156163e-37,0.323737447695848,0.586,0.427,7.43543122690196e-33,CD4-SELL,RSL1D1
1.66503576611235e-37,0.297464236137827,0.992,0.978,7.50398319071513e-33,CD4-SELL,RPS29
1.72209194326248e-37,0.296103039806084,0.88,0.782,7.76112396989536e-33,CD4-SELL,AC090498.1
2.19959311736578e-37,0.324360586839252,0.718,0.569,9.91312626134408e-33,CD4-SELL,SF1
2.47555472765308e-37,0.324276686156722,0.43,0.286,1.11568300465869e-32,CD4-SELL,PDE3B
3.43391553564636e-37,-0.467754713350239,0.087,0.215,1.5475970536051e-32,CD4-SELL,TOX
3.59933146147084e-37,0.302766674607208,0.668,0.518,1.62214670305568e-32,CD4-SELL,UXT
8.66073630542477e-37,0.295515372909252,0.771,0.619,3.90322063812884e-32,CD4-SELL,CD48
9.7985107089932e-37,-0.484105588339116,0.385,0.495,4.41599280632905e-32,CD4-SELL,COPE
1.01950051484772e-36,-0.505818680861334,0.364,0.477,4.59468492031569e-32,CD4-SELL,PSMB3
1.51822503061448e-36,0.458853496533866,0.676,0.563,6.84233656797332e-32,CD4-SELL,YPEL5
1.78909888719309e-36,-0.546593288363153,0.292,0.428,8.0631108648018e-32,CD4-SELL,CBLB
2.70033660599932e-36,-0.522939498489196,0.235,0.369,1.21698770159177e-31,CD4-SELL,CD82
3.20859281210565e-36,0.425294278724774,0.63,0.504,1.44604860855978e-31,CD4-SELL,FAM177A1
3.29071656532481e-36,-0.429442229839204,0.009,0.103,1.48306014166058e-31,CD4-SELL,DTHD1
4.02596124764024e-36,-0.525686075353416,0.582,0.635,1.8144202150865e-31,CD4-SELL,ARPC1B
6.02045208455931e-36,-0.328437242445364,0.888,0.88,2.71329734546919e-31,CD4-SELL,H3F3A
6.65716849005355e-36,-0.379979759187975,0.035,0.142,3.00025269509733e-31,CD4-SELL,TOX2
7.97186018976305e-36,0.326501583387438,0.589,0.439,3.59275795032241e-31,CD4-SELL,AES
9.08238059892955e-36,-0.676547265663143,0.413,0.516,4.09324728832557e-31,CD4-SELL,CLEC2B
1.03414301428472e-35,-0.486352475987685,0.479,0.578,4.66067573677838e-31,CD4-SELL,MSN
1.26548542464872e-35,0.310226246038565,0.466,0.32,5.70328971180684e-31,CD4-SELL,PIM1
2.36474869874458e-35,-0.410507196327014,0.651,0.695,1.06574494355021e-30,CD4-SELL,CAPZB
2.52112387429559e-35,0.25642928830162,0.223,0.12,1.13622010766753e-30,CD4-SELL,CFAP36
2.56900438377839e-35,-0.86362139466902,0.016,0.111,1.15779889568124e-30,CD4-SELL,XCL1
3.57624523905597e-35,-0.41475041255719,0.617,0.68,1.61174220433774e-30,CD4-SELL,PPIB
8.18893067918901e-35,-0.558647367701504,0.49,0.579,3.6905872784969e-30,CD4-SELL,SLA
8.31278359917782e-35,-0.454054437435811,0.154,0.286,3.74640531247746e-30,CD4-SELL,CASP1
1.17717753738408e-34,-0.4768658313881,0.231,0.364,5.30530372548259e-30,CD4-SELL,ARPC5L
1.18323934071466e-34,-0.73177963306989,0.052,0.162,5.33262306073284e-30,CD4-SELL,FOXP3
1.60895504886204e-34,-0.43515214321695,0.097,0.22,7.25123861421144e-30,CD4-SELL,MYO1F
3.0076153713127e-34,-0.476867029341327,0.214,0.348,1.35547209554321e-29,CD4-SELL,SIT1
3.03248115401965e-34,0.302698393063398,0.479,0.338,1.36667860649358e-29,CD4-SELL,FBL
3.22540193301022e-34,0.315989853359774,0.981,0.951,1.45362414316905e-29,CD4-SELL,RPL31
3.31651771946407e-34,-0.356484080855204,0.021,0.117,1.49468820580807e-29,CD4-SELL,APOBEC3H
7.36346370827771e-34,-0.486803252221642,0.268,0.394,3.3185658240466e-29,CD4-SELL,PDIA6
7.87370498199633e-34,-0.491926044583458,0.279,0.404,3.5485213612861e-29,CD4-SELL,UBE2L6
8.69044385503985e-34,-0.559376110421291,0.52,0.603,3.91660923658936e-29,CD4-SELL,ITM2A
9.20511709799367e-34,0.276692278132827,0.217,0.117,4.14856217372379e-29,CD4-SELL,PTGER2
1.52727736939006e-33,-1.08595176598163,0.163,0.286,6.88313364836713e-29,CD4-SELL,TNFRSF4
1.57213341745626e-33,-0.488413198466587,0.262,0.393,7.08529088579188e-29,CD4-SELL,TANK
1.82995343740948e-33,-0.474111691424146,0.456,0.551,8.24723415171703e-29,CD4-SELL,PRDX1
1.83956754386553e-33,-0.492708388006999,0.328,0.448,8.29056300669316e-29,CD4-SELL,NOP10
1.95407089734876e-33,0.294117462004007,0.38,0.25,8.80660672017139e-29,CD4-SELL,RCAN3
2.10477412560393e-33,-0.459129480095594,0.456,0.557,9.48579602927178e-29,CD4-SELL,TERF2IP
2.25796335062315e-33,0.254241901825562,0.125,0.054,1.01761892285884e-28,CD4-SELL,RP11-18H21.1
2.39739290114382e-33,-0.560716363000438,0.131,0.253,1.0804570326875e-28,CD4-SELL,CAPG
2.93755813747228e-33,-0.423361798593529,0.022,0.116,1.32389870139601e-28,CD4-SELL,ITGA1
3.14145335061464e-33,-0.324857873544257,0.957,0.958,1.41579019605501e-28,CD4-SELL,ACTG1
3.29758820565688e-33,0.323742689800428,0.339,0.216,1.48615705252544e-28,CD4-SELL,WDR74
3.532465662425e-33,-0.45811802816112,0.178,0.307,1.5920116247417e-28,CD4-SELL,MRPS6
4.12331766327379e-33,-0.526932966978958,0.187,0.314,1.85829680448423e-28,CD4-SELL,BLOC1S1
4.69000459717354e-33,-0.583403822425789,0.031,0.13,2.11369127185417e-28,CD4-SELL,GEM
4.8354457848618e-33,0.313587362807616,0.308,0.19,2.17923870632152e-28,CD4-SELL,USP36
5.31466795527414e-33,-0.362127670895533,0.073,0.188,2.39521455408295e-28,CD4-SELL,EFHD2
6.00908057297664e-33,-0.469104056448419,0.469,0.557,2.70817243262911e-28,CD4-SELL,PSMB8
6.39059684439399e-33,-0.457563179293981,0.15,0.276,2.88011418583148e-28,CD4-SELL,YWHAH
6.71126785269916e-33,-0.697530462399365,0.422,0.494,3.02463419585446e-28,CD4-SELL,CD27
7.29329742456285e-33,-0.476478202144447,0.387,0.497,3.28694328330199e-28,CD4-SELL,C9orf142
9.62240902520443e-33,-0.462488559528736,0.401,0.498,4.33662729947913e-28,CD4-SELL,SHFM1
2.88822080323898e-32,-0.435234265122377,0.153,0.279,1.30166335160374e-27,CD4-SELL,SASH3
3.18970190796089e-32,0.261126753554565,0.264,0.154,1.43753485587981e-27,CD4-SELL,LINC00861
4.15625828558658e-32,-0.435740063304926,0.116,0.238,1.87314248414816e-27,CD4-SELL,NEDD9
9.1360211291018e-32,0.628843863676874,0.227,0.129,4.1174220024636e-27,CD4-SELL,CH25H
1.86491002470913e-31,0.266416183690516,0.397,0.264,8.40477649935909e-27,CD4-SELL,ALKBH7
2.18931122294783e-31,-0.509116119379951,0.345,0.459,9.86678781958129e-27,CD4-SELL,RPS27L
2.20037670318226e-31,-0.438915550516299,0.402,0.505,9.91665772590182e-27,CD4-SELL,PSMB1
3.00156523796025e-31,-0.391445081157141,0.688,0.718,1.35274542144393e-26,CD4-SELL,TPM3
3.20491865069471e-31,-0.648084410867998,0.269,0.393,1.44439273749509e-26,CD4-SELL,ISG15
4.07215169023119e-31,0.276217035438371,0.427,0.292,1.83523732375339e-26,CD4-SELL,CYTH1
6.23757627257648e-31,-0.48315666081408,0.513,0.609,2.81115087452477e-26,CD4-SELL,MT2A
1.07014547003198e-30,0.264729469225326,0.374,0.246,4.82293160434014e-26,CD4-SELL,EPB41
1.14990474592181e-30,0.2832310388759,0.369,0.244,5.18239070892043e-26,CD4-SELL,ATM
1.97573652690484e-30,0.334923866070258,0.655,0.518,8.90424937945472e-26,CD4-SELL,NR4A2
3.01386955895888e-30,0.259600111513051,0.262,0.154,1.35829073283159e-25,CD4-SELL,SGK1
5.17879650660355e-30,-0.437711373226618,0.34,0.454,2.33398000959609e-25,CD4-SELL,TAP1
5.48125265991944e-30,-0.457868103530773,0.307,0.418,2.47029094877249e-25,CD4-SELL,RAC1
5.92188646112321e-30,-0.358252492824688,0.028,0.118,2.66887579029901e-25,CD4-SELL,SRGAP3
6.02426109426151e-30,-0.484090710269142,0.219,0.342,2.71501398996178e-25,CD4-SELL,AHSA1
6.2981256183391e-30,0.27637400037957,0.284,0.173,2.83843925367307e-25,CD4-SELL,MARCKSL1
6.77659451508546e-30,-0.309060631582439,0.804,0.799,3.05407561605871e-25,CD4-SELL,CHCHD2
7.0564552712259e-30,0.314316779901125,0.97,0.929,3.18020326163609e-25,CD4-SELL,RPS20
8.72213916294913e-30,-0.32719025125272,0.907,0.897,3.93089367795791e-25,CD4-SELL,MYL12A
9.55399216037721e-30,0.270133247252074,0.27,0.165,4.3057931868388e-25,CD4-SELL,CHMP7
1.06408312966245e-29,-0.452597388221144,0.284,0.398,4.79560984876274e-25,CD4-SELL,PRDX5
1.17881043335837e-29,-0.482246425659759,0.165,0.284,5.31266286105952e-25,CD4-SELL,PYHIN1
2.28142728775439e-29,-0.440404951924109,0.393,0.49,1.02819365004515e-24,CD4-SELL,TMEM50A
2.5570675276526e-29,0.281081670262203,0.436,0.302,1.15241919336247e-24,CD4-SELL,NME2
2.59557827131552e-29,-0.579018711716244,0.028,0.115,1.16977521531648e-24,CD4-SELL,TRGC2
3.41177574749485e-29,-0.494371586547735,0.02,0.104,1.53761909388098e-24,CD4-SELL,LAIR2
3.42884180311671e-29,0.280522541703616,0.353,0.233,1.54531042382864e-24,CD4-SELL,NSMCE3
3.79089741218528e-29,0.290294121585134,0.445,0.312,1.70848164572366e-24,CD4-SELL,SNHG15
4.12220627752712e-29,-0.54405348589618,0.284,0.396,1.85779592515592e-24,CD4-SELL,DOK2
4.98898245400652e-29,-0.801886310462685,0.205,0.32,2.24843461237166e-24,CD4-SELL,IFI6
7.4205059771358e-29,-0.426935798072417,0.379,0.479,3.34427363377556e-24,CD4-SELL,WDR83OS
9.12007228411614e-29,-0.408003354530479,0.209,0.327,4.11023417700546e-24,CD4-SELL,PSTPIP1
9.36640862440412e-29,-0.410559948042525,0.479,0.563,4.22125303884645e-24,CD4-SELL,SEC61B
1.02122941206736e-28,-0.387916472146505,0.584,0.652,4.60247671430517e-24,CD4-SELL,HLA-F
1.67151017922559e-28,0.254135033222322,0.323,0.21,7.53316207573389e-24,CD4-SELL,PABPC4
1.91246908263029e-28,0.273686576883582,0.536,0.394,8.61911566159818e-24,CD4-SELL,ATP1A1
1.92571194073843e-28,0.252632981371236,0.767,0.642,8.67879857451994e-24,CD4-SELL,SERP1
2.02838289963393e-28,-0.379264988854834,0.121,0.234,9.1415160520702e-24,CD4-SELL,PYCARD
2.98640067096563e-28,-0.448785579251474,0.411,0.505,1.34591105439079e-23,CD4-SELL,LCP2
3.67359598135914e-28,-0.51854591539263,0.025,0.109,1.65561623687894e-23,CD4-SELL,TNFSF9
4.05399752517442e-28,0.298888541802391,0.243,0.145,1.82705560464561e-23,CD4-SELL,RIPK2
4.18186548055965e-28,0.393355621414848,0.844,0.784,1.88468313477862e-23,CD4-SELL,DDIT4
4.340963633793e-28,-0.393357324922845,0.512,0.588,1.95638549047783e-23,CD4-SELL,TRMT112
4.46406509964394e-28,-0.407901737565267,0.42,0.523,2.01186485910753e-23,CD4-SELL,TSPO
4.92973694160713e-28,-0.585374819466695,0.026,0.11,2.2217338448435e-23,CD4-SELL,SERPINH1
5.18474684792676e-28,-0.459452178968327,0.044,0.135,2.33666170942363e-23,CD4-SELL,MIR155HG
5.70363596403206e-28,-0.457573001920534,0.357,0.459,2.57051465626997e-23,CD4-SELL,GNG2
6.19169844285867e-28,-0.490228953322289,0.161,0.277,2.79047465422755e-23,CD4-SELL,ARPC4
6.72538450276667e-28,-0.363240874145121,0.125,0.238,3.03099628770688e-23,CD4-SELL,LASP1
9.3136248509028e-28,-0.330361696314323,0.026,0.11,4.19746444780488e-23,CD4-SELL,CPNE7
1.299776642358e-27,-0.441094825939382,0.634,0.681,5.85783337177906e-23,CD4-SELL,CALR
1.50581944341937e-27,0.261385006427937,0.916,0.845,6.78642706760242e-23,CD4-SELL,RPL17
1.96655127943566e-27,0.259383755533407,0.461,0.332,8.86285330616061e-23,CD4-SELL,SNHG7
1.99210878244253e-27,-0.405546073854947,0.38,0.485,8.978035860712e-23,CD4-SELL,TRAPPC1
2.03116513559336e-27,-0.305261269303303,0.035,0.123,9.15405503309217e-23,CD4-SELL,TBX21
2.06197877060549e-27,-0.417558325739592,0.21,0.328,9.29292592336481e-23,CD4-SELL,ECH1
2.14408802771005e-27,-0.267560830138314,0.021,0.102,9.66297592328367e-23,CD4-SELL,MICAL2
3.59490665230427e-27,-0.309354646674375,0.041,0.13,1.62015253006049e-22,CD4-SELL,SPATS2L
4.12242641156808e-27,-0.340766737147726,0.767,0.777,1.8578951351655e-22,CD4-SELL,ALDOA
4.72970287270629e-27,-0.410698642687455,0.32,0.431,2.13158249067127e-22,CD4-SELL,PRELID1
5.14650037771988e-27,0.264627566369635,0.589,0.449,2.3194247902308e-22,CD4-SELL,NSA2
6.04741562027957e-27,-0.476622516578447,0.274,0.387,2.7254492717476e-22,CD4-SELL,SH2D1A
7.33794359051479e-27,-0.41359298604907,0.341,0.448,3.30706441737321e-22,CD4-SELL,ROMO1
1.66959138942493e-26,-0.43430387860047,0.326,0.435,7.52451447386027e-22,CD4-SELL,SRI
1.73776610190251e-26,-0.514115867769539,0.346,0.438,7.83176426805425e-22,CD4-SELL,GSTP1
1.78908478327251e-26,-0.352244822675829,0.083,0.184,8.06304730125256e-22,CD4-SELL,CDK6
1.85976355044821e-26,-0.412492618038643,0.322,0.425,8.38158236915999e-22,CD4-SELL,PSMD8
2.82929681538874e-26,-0.360599408722521,0.087,0.187,1.2751074887594e-21,CD4-SELL,NDFIP2
3.47811486166391e-26,-0.368108316337818,0.141,0.252,1.56751680585469e-21,CD4-SELL,DNAJC1
3.9916050107434e-26,-0.429805519165493,0.458,0.525,1.79893654624183e-21,CD4-SELL,ATP5J2
6.47279976019965e-26,0.273075894380336,0.847,0.768,2.91716139592678e-21,CD4-SELL,MT-ND4L
7.51898179824048e-26,-0.392226846039727,0.187,0.299,3.38865471683102e-21,CD4-SELL,ARPP19
1.14197013886143e-25,-0.41535861233591,0.356,0.459,5.14663102182067e-21,CD4-SELL,RABAC1
1.19110211596645e-25,-0.403287346201384,0.386,0.484,5.36805901623759e-21,CD4-SELL,SKAP1
1.2974227312252e-25,-0.3779839291064,0.581,0.627,5.84722476508575e-21,CD4-SELL,HNRNPA3
1.37138141142549e-25,-0.371577769914748,0.539,0.602,6.1805417450124e-21,CD4-SELL,ATP6V0E1
1.42301249442896e-25,-0.338782591296581,0.077,0.174,6.41323270989242e-21,CD4-SELL,NINJ2
1.61399311967458e-25,0.264289345495953,0.819,0.702,7.27394419174938e-21,CD4-SELL,FYB
1.732813302949e-25,-0.325459940729638,0.042,0.127,7.80944299373054e-21,CD4-SELL,PPP2R2B
1.77398317033272e-25,-0.415344645238307,0.205,0.315,7.9949873520555e-21,CD4-SELL,TLN1
1.97161439884474e-25,0.26312567267489,0.501,0.371,8.88567177271349e-21,CD4-SELL,DDX21
1.9947495263096e-25,-0.551266476958278,0.718,0.724,8.98993716517212e-21,CD4-SELL,DNAJA1
2.08117917016664e-25,-0.675929716517908,0.63,0.677,9.37945828410701e-21,CD4-SELL,DUSP2
2.2491367703456e-25,-0.358583297682693,0.623,0.668,1.01364095965935e-20,CD4-SELL,ARL6IP5
2.34881122233709e-25,-0.389841578221511,0.222,0.331,1.05856224168288e-20,CD4-SELL,PIN1
2.39672419916039e-25,0.256588118162034,0.407,0.285,1.0801556620776e-20,CD4-SELL,TGFBR2
2.54577632122161e-25,-0.364166114322823,0.686,0.719,1.14733047244816e-20,CD4-SELL,CD53
2.72550839632559e-25,-0.376350867050783,0.238,0.357,1.22833212405602e-20,CD4-SELL,HNRNPLL
2.7943021124002e-25,-0.266041964220927,0.853,0.846,1.25933607601652e-20,CD4-SELL,HNRNPA2B1
3.04592301349764e-25,0.254300765487394,0.304,0.202,1.37273658372312e-20,CD4-SELL,IMPDH2
4.85600516133303e-25,-0.38094819749743,0.075,0.169,2.18850440610957e-20,CD4-SELL,SLF1
5.96343637732276e-25,-0.271520219771197,0.026,0.103,2.68760150653182e-20,CD4-SELL,GFI1
6.0771249061763e-25,-0.478523818488668,0.317,0.416,2.73883865271553e-20,CD4-SELL,PTP4A2
1.01646229754124e-24,-0.258791406085082,0.029,0.107,4.58099228255886e-20,CD4-SELL,TESC
1.15857649273873e-24,-0.45547899059361,0.273,0.382,5.2214725374749e-20,CD4-SELL,NDUFA13
1.4735151946976e-24,-0.479230600859125,0.957,0.928,6.64083827946315e-20,CD4-SELL,HSPA8
2.44516467728269e-24,-0.365131491619618,0.046,0.13,1.10198681675776e-19,CD4-SELL,IKZF2
2.44931129859982e-24,-0.405003273693591,0.382,0.479,1.10385561605297e-19,CD4-SELL,NEDD8
2.53373480297753e-24,-0.370216653529425,0.133,0.236,1.14190360100591e-19,CD4-SELL,CARHSP1
2.80437565966086e-24,-0.415552987985454,0.413,0.496,1.26387602229596e-19,CD4-SELL,ANXA6
2.91362735866522e-24,-0.411917643566486,0.382,0.467,1.31311357800324e-19,CD4-SELL,COX5A
3.01074202939208e-24,-0.398473349533286,0.408,0.498,1.35688121780642e-19,CD4-SELL,BUB3
3.29169972537453e-24,-0.585619779369119,0.707,0.724,1.48350323223179e-19,CD4-SELL,HSPE1
4.60718407397974e-24,-0.377187922645612,0.222,0.33,2.07636571846119e-19,CD4-SELL,POLR2G
4.79754126861776e-24,-0.378078280411316,0.17,0.276,2.16215589894065e-19,CD4-SELL,STIP1
6.02030572695058e-24,0.300769435261675,0.356,0.247,2.71323138502209e-19,CD4-SELL,CHMP1B
6.48774336500894e-24,0.26409571465364,0.613,0.482,2.92389617974223e-19,CD4-SELL,PTGER4
1.38766390164105e-23,-0.364915420676963,0.181,0.287,6.25392367191587e-19,CD4-SELL,MAP4K1
1.49528953021721e-23,-0.37623117395554,0.173,0.274,6.73897085478293e-19,CD4-SELL,GTF3C6
2.36421229923849e-23,-0.459605821909741,0.399,0.485,1.0655031990208e-18,CD4-SELL,ADGRE5
2.3736852425729e-23,-0.370865695817772,0.301,0.404,1.06977246512276e-18,CD4-SELL,NDUFB10
2.41064396365256e-23,-0.360694104570137,0.212,0.32,1.08642902153893e-18,CD4-SELL,CHMP2A
3.13993705976101e-23,-0.323580573387357,0.095,0.19,1.41510683409309e-18,CD4-SELL,TPST2
3.34302646127734e-23,-0.339470204361043,0.676,0.703,1.50663516556847e-18,CD4-SELL,NDUFA4
3.39046023808151e-23,-0.348356542526576,0.045,0.124,1.52801262009858e-18,CD4-SELL,MATK
3.48877815908298e-23,-0.36850832257784,0.203,0.307,1.57232254073552e-18,CD4-SELL,C4orf48
4.33812398386539e-23,-0.366103330656159,0.093,0.186,1.95510571704846e-18,CD4-SELL,SLC1A5
5.14237482171491e-23,-0.42229350247849,0.295,0.391,2.31756548465048e-18,CD4-SELL,RBX1
5.58716775656451e-23,-0.378634815116596,0.26,0.364,2.51802476452849e-18,CD4-SELL,SCP2
5.99966053236489e-23,-0.423681919095029,0.524,0.574,2.70392700872621e-18,CD4-SELL,C9orf16
7.90633891840064e-23,-0.390586258020901,0.074,0.163,3.5632288237448e-18,CD4-SELL,GK
1.06653036171253e-22,-0.295182533371459,0.043,0.122,4.80663903416603e-18,CD4-SELL,BCL2L1
1.07696198389721e-22,-0.564467427920021,0.34,0.428,4.85365226902796e-18,CD4-SELL,CKS2
1.38199106255575e-22,-0.543704486307792,0.106,0.202,6.22835732072628e-18,CD4-SELL,TNF
1.41838305191261e-22,-0.379447221997157,0.27,0.37,6.39236873835976e-18,CD4-SELL,TBCB
1.60556635565469e-22,-0.344711963815311,0.125,0.223,7.23596645166458e-18,CD4-SELL,TSPAN5
1.72191747241263e-22,-0.710459186447295,0.452,0.525,7.76033766466922e-18,CD4-SELL,TRBC1
2.35946666141889e-22,-0.38404444737236,0.366,0.449,1.06336443496826e-17,CD4-SELL,BSG
2.56872570541214e-22,-0.396172261472695,0.059,0.14,1.15767330091514e-17,CD4-SELL,AOAH
3.21984280994694e-22,-0.354371284317247,0.269,0.375,1.45111875758689e-17,CD4-SELL,VASP
3.31412088478015e-22,-0.404342265886104,0.283,0.378,1.49360800035272e-17,CD4-SELL,RNF167
3.73669578900479e-22,-0.410145964707076,0.266,0.365,1.68405405818868e-17,CD4-SELL,COX17
4.01997715972537e-22,-0.463354898695427,0.449,0.531,1.81172330634503e-17,CD4-SELL,CRIP1
4.03759305350582e-22,-0.370844261219313,0.953,0.937,1.819662437354e-17,CD4-SELL,CXCR4
4.06436623195344e-22,-0.461743060859595,0.241,0.335,1.83172857341678e-17,CD4-SELL,DNPH1
5.13371141784375e-22,-0.353082051093516,0.215,0.317,2.31366106179382e-17,CD4-SELL,PSMB2
6.65212055381943e-22,-0.376130121206138,0.158,0.255,2.99797769119534e-17,CD4-SELL,MYO1G
